Route,Stops (via)
258C KBS-PSBS,Ananda Rao Circle -> CMTI -> Goraguntepalya -> Govardhan Talkies -> Kempegowda Bus Station -> MEI Factory -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> RMC Yard -> SRS Peenya -> Tata Institute
252-PS,CMTI -> Goraguntepalya -> Govardhan Talkies -> Govt Soap Factory -> Kempegowda Bus Station -> MEI Factory -> Navarang Theatre -> Okalipura -> RMC Yard -> SRS Peenya -> Vivekananda College
V-KBS-8th Mile,8th Mile Dasarahalli -> Ananda Rao Circle -> CMTI -> Goraguntepalya -> Govardhan Talkies -> Jalahalli Cross -> Kempegowda Bus Station -> MEI Factory -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> RMC Yard -> SRS Peenya -> T Dasarahalli -> Tata Institute
CVB-RMG-WDS,8th Mile Dasarahalli -> CMTI -> Goraguntepalya -> Govardhan Talkies -> Jalahalli Cross -> MEI Factory -> Maharanis College -> RMC Yard -> SRS Peenya -> T Dasarahalli -> Tata Institute -> Telephone Exchange AGO -> Widia School 8th Mile
MBS-21,8th Mile Dasarahalli -> Ananda Rao Circle -> Ayyappaswamy Temple Madivala -> Bagalagunte -> Bengaluru Dairy Circle -> Bommanahalli -> Bommasandra -> CMTI -> Chandapura -> Corporation -> Electronic City -> Garivebhavi Palya -> Goraguntepalya -> Govardhan Talkies -> Hebbagodi -> Hennagara Gate -> Hosa Road -> Huskur Gate -> Jalahalli Cross -> Jn of Hosur Road -> KH Road -> Kempegowda Bus Station -> Kudlu Gate -> Lakkasandra -> MEI Factory -> MEI Layout Bagalagunte -> Madivala -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> Muneshwara Devastana Christ College -> Mysore Bank -> Nimhans Hospital -> PESIT College -> RMC Yard -> Richmond Circle -> Rupena Agrahara -> SRS Peenya -> Shanthinagara TTMC -> Singasandra -> T Dasarahalli -> Tata Institute -> Veerasandra -> Widia School 8th Mile -> Wilson Garden Police Station
356-JE CKB-ELCW,Ananda Rao Circle -> Bagalagunte -> Bengaluru Dairy Circle -> Bommanahalli -> Bone Mill -> CMTI -> Chikka Banavara -> Chikka Banavara Railway Station -> Corporation -> Electronic City 1st phase -> Electronic City Wipro Gate -> Govardhan Talkies -> Hosa Road -> Infosys Parking Lot Electronic City -> Jalahalli Cross -> Janapriya Apartment Hesaraghatta Road -> Jn of Hosur Road -> KH Road -> KR Circle -> Konappana Agrahara -> Koramangala Krupanidhi College -> Koramangala Kudure Mukha Colony -> Kudlu Gate -> Lakkasandra -> Link Road Central -> MEI Factory -> Madivala -> Maharanis College -> Malleshwaram 13th Cross -> Malleshwaram Circle -> Nimhans Hospital -> RMC Yard -> SRS Peenya -> Sapthagiri College Hesaraghatta Road -> Sapthagiri Hospital Hesaraghatta Road -> Shanthinagara TTMC -> Singasandra -> St Johns Hospital -> Subbaiah Circle -> Swastik Sheshadripuram College -> T Dasarahalli -> Tata Institute -> Wilson Garden 10th Cross -> Wilson Garden Police Station -> Wipro Gate Shikaripalya Cross -> Yeshwanthapura
SBS-PSB,CMTI -> CPRI -> Cunningham Road -> Goraguntepalya -> Govardhan Talkies -> Indian Express -> JC Nagara -> Jayamahal -> MEI Factory -> Mekhri Circle -> Munireddy Palya JC Nagara -> RMC Yard -> SRS Peenya -> Shivajinagara Bus Station -> TV Tower -> Tata Institute
PSS-SBL,8th Mile Dasarahalli -> Bagalagunte -> Bone Mill -> Jalahalli Cross -> Kirloskar Badavane Bagalagunte -> NTTF Peenya -> Sahyadribalaga Layout Bagalagunte -> Systems Peenya -> T Dasarahalli -> TVS Cross Peenya -> Widia School 8th Mile
PSS-GLB,8th Mile Dasarahalli -> Bagalagunte -> Bone Mill -> Geleyara Balaga Chikkabanavara -> Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> T Dasarahalli -> TVS Cross Peenya -> Widia School 8th Mile
PSS-MDHRG,8th Mile Dasarahalli -> Bagalagunte -> Bone Mill -> Chikka Banavara -> Jalahalli Cross -> Medarahalli Railway Gate Chikkabanavara -> NTTF Peenya -> Systems Peenya -> T Dasarahalli -> TVS Cross Peenya -> Widia School 8th Mile
PSS-SSHL,8th Mile Dasarahalli -> Bagalagunte -> Bone Mill -> Chikka Banavara -> Dasappanapalya -> Gangadhara Kalyana Mantapa -> Jalahalli Cross -> Kere Guddadahalli -> NTTF Peenya -> Somashettyhalli -> Systems Peenya -> T Dasarahalli -> TVS Cross Peenya -> Widia School 8th Mile
PSS-MDRGT,Ayyappa Temple Jalahalli Cross -> Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> TVS Cross Peenya
SMS-01,Bone Mill -> Jalahalli Cross
KGGC-JHC-PSS,Bagalagunte -> Bone Mill -> Brundavana Peenya 2nd Stage -> Chikka Banavara -> Chikka Banavara Railway Station -> Dasappanapalya -> Gangadhara Kalyana Mantapa -> Jalahalli Cross -> Janapriya Apartment Hesaraghatta Road -> NTTF Peenya -> Peenya 14th Cross -> Peenya Rolling Mill -> Sapthagiri College Hesaraghatta Road -> Sapthagiri Hospital Hesaraghatta Road -> Systems Peenya -> T Dasarahalli -> TVS Cross Peenya
252 PSS-PBS,Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> TVS Cross Peenya
248 PSS-PSBS,Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> TVS Cross Peenya
PSS-PBS,Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> TVS Cross Peenya
PSS-JHC,Jalahalli Cross -> NTTF Peenya -> Systems Peenya -> TVS Cross Peenya
99-B YTTMC-KNP,Goraguntepalya -> Goraguntepalya Reliance Petrol Bunk -> Govardhan Talkies -> Kanteerava Studio -> Krishnananda Nagara Studio Road -> MEI Factory -> Modern Food Goraguntepalya -> RMC Yard
YTTMC-CQAEL,CS-CQAEL CQEAE Complex -> Goraguntepalya -> Govardhan Talkies -> MEI Factory -> RMC Yard
YTTMC-RMC-CQAEL,Goraguntepalya -> Govardhan Talkies -> MEI Factory -> RMC Yard
77-F,Basaveshwara College Rajajinagara -> Bhashyam Circle Rajajinagara -> Binny Mill -> Binnypet -> Chamarajapet Water Tank -> Jai Bhuvaneshwarinagara -> KR Market -> Kanteerava Studio -> Krishnananda Nagara Studio Road -> Magadi Road Hunasemara -> Mahalakshmi Layout Entrance -> Mahalakshmi Layout Ganesha Temple -> Nandini Layout Bus Stand -> Navarang Theatre -> Prasanna Theatre -> Rajajinagara 2nd Block -> Rayan Circle Tippu Sultan Road -> Saraswathipuram -> Sirsi Circle
KMT-JBRN,Basaveshwara College Rajajinagara -> Bhashyam Circle Rajajinagara -> Corporation -> Jai Bhuvaneshwarinagara -> KR Market -> Kanteerava Studio -> Kempegowda Bus Station -> Mahalakshmi Layout -> Mahalakshmi Layout Entrance -> Mahalakshmi Layout Ganesha Temple -> Mysore Bank -> Navarang Theatre -> Okalipura -> Rajajinagara Entrance Link Road -> SSVB Bakery Kanteerava Studio -> Shankaranagara Mahalakshmi Layout -> Town Hall
YTTMC-MLO-JBN,Govt Soap Factory -> Iskcon Temple -> Kanteerava Studio -> Mahalakshmi Layout -> Mahalakshmi Layout Entrance -> Rajkumar Punya Bhoomi -> Shankaranagara Mahalakshmi Layout
VCS-ORRCA-105 KTSR-ORRCA Intel,AOL Head Strong ORR -> Kanteerava Studio -> Rajajinagara 1st Block
KVM-1,Devaiah Park -> Kanteerava Studio -> Kendriya Vidyalaya Malleshwaram -> Malleshwaram Circle -> Nandini Layout Bus Stand -> Rajajinagara 1st Block
80-R,Basaveshwara College Rajajinagara -> Bhashyam Circle Rajajinagara -> Binny Mill -> Binnypet -> Chamarajapet Water Tank -> KR Market -> Kempegowda Bus Station -> Magadi Road Hunasemara -> Mahalakshmi Layout -> Mahalakshmi Layout Entrance -> Mahalakshmi Layout Ganesha Temple -> Nandini Layout Bus Stand -> Navarang Theatre -> Okalipura -> Prasanna Theatre -> Rajajinagara Entrance Link Road -> Rajkumar Punya Bhoomi -> Ramakrishnanagara Rajakumar Samadi -> Rayan Circle Tippu Sultan Road -> SSVB Bakery Kanteerava Studio -> Saraswathipuram -> Sirsi Circle
CJP-SVG,Chowdeshwari Bus Stand JP Park -> Divanarapalya Mattikere -> Govardhan Talkies -> MEI Factory -> MS Ramaiah College -> Mattikere -> RMC Yard -> Sri Venkateshwara Garments Gorguntepalya -> Yeshwanthapura Ayyappa Temple -> Yeshwanthpura Tollgate
CJP-SVGG,Chowdeshwari Bus Stand JP Park -> Divanarapalya Mattikere -> Govardhan Talkies -> MEI Factory -> MS Ramaiah College -> Mattikere -> RMC Yard -> Sri Venkateshwara Garments Gorguntepalya -> Yeshwanthapura Ayyappa Temple -> Yeshwanthpura Tollgate
346-T,Banashankari 1st Stage Bank Colony -> Basappa Circle -> Bengaluru Dairy Circle -> Bommanahalli -> Dodda Thoguru Electronic City -> Dodda Thoguru Muneshwara Temple Electronic City -> Hanumanthanagara Subramanya Swamy Temple -> Hosa Road -> Hoskerehalli -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Indian Express -> Jn of Hosur Road -> KH Road -> KR Market -> Koramangala Krupanidhi College -> Koramangala Kudure Mukha Colony -> Kudlu Gate -> Lakkasandra -> Lalbagh -> Lalbagh Hopcoms -> Lalbagh West Gate -> MG Statue -> Madivala -> Makkala Koota -> Museum -> Nimhans Hospital -> Nirmala Store -> North Road -> PESIT College -> Ramakrishna Ashrama -> Richmond Circle -> Seetha Circle -> Shivajinagara Bus Station -> Singasandra -> St Johns Hospital -> St Joseph Boys High School -> Wilson Garden 7th Cross
CVB-HKH,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Bull Temple -> Chamarajapet -> Corporation -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> KR Circle -> KR Market -> Maharanis College -> Makkala Koota -> Nirmala Store -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
HKH-KBS,Bengaluru High School -> Chamarajapet -> Corporation -> Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Syndicate Bank -> Hoskerehalli -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> KR Market -> Kempegowda Bus Station -> Kohinoor Ground -> Maharanis College -> Makkala Koota -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall -> Vidhana Soudha
201-P,ASC Centre -> Austin Town -> BTM Layout 16th Main -> BTM Layout Kuvempunagara -> BTM Layout Water Tank -> Banashankari Indira Nursing Home -> Banashankari Post Office -> Central Silk Board -> Devegowda Petrol Bunk -> Hoskerehalli -> Hoskerehalli Petrol Bunk -> Jayanagara East End -> KIMS College -> Koramangala BDA Complex -> Koramangala Canara Bank -> Koramangala National Games Village -> Madivala -> Madivala Masidi -> Marenahalli Petrol Bunk Ragigudda -> Monotype Corporation -> Neelasandra Bus Stand -> Ragigudda Temple -> Ravi Tent -> Sangam Circle -> Vannarapet
BSK-HSKH,Banashankari TTMC -> Devegowda Petrol Bunk -> Hoskerehalli -> Hoskerehalli Petrol Bunk -> Janatha Bazaar Banashankari -> Kadirenahalli Cross -> Kadirenahalli Park -> Kathriguppe Outer Ring road -> Monotype Corporation
349-C,Banashankari 1st Stage Bank Colony -> Bengaluru Dairy Circle -> Bengaluru High School -> Bommanahalli -> Bull Temple -> Chamarajapet -> Corporation -> Doddamma Temple -> Doddamma Temple Huskuru Road -> Electronic City -> Fruits Market Huskur -> Hanumanthanagara Subramanya Swamy Temple -> Hosa Road -> Hoskerehalli -> Hoskerehalli Cross -> Huskur -> Huskur Gate -> Huskuru Electronic City -> Jn of Hosur Road -> KH Road -> KR Circle -> KR Market -> Kempegowda Bus Station -> Konappana Agrahara -> Koramangala Krupanidhi College -> Koramangala Kudure Mukha Colony -> Kudlu Gate -> Lakkasandra -> Madivala -> Maharanis College -> Makkala Koota -> Nimhans Hospital -> Nirmala Store -> PESIT College -> Ramakrishna Ashrama -> Seetha Circle -> Shanthinagara TTMC -> Singasandra -> St Johns Hospital -> Subbaiah Circle -> Sumukha Layout -> Town Hall -> Veerasandra -> Wilson Garden 10th Cross -> Wilson Garden Police Station
D3-HKH,Banashankari 1st Stage Bank Colony -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Lalbagh West Gate -> Nirmala Store -> North Road -> Ramakrishna Ashrama -> Seetha Circle
SNBS-HKH,Banashankari 1st Stage Bank Colony -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Lalbagh West Gate -> Nirmala Store -> North Road -> Ramakrishna Ashrama -> Seetha Circle -> Vasavi Vidya Mandira Lalbagh West Gate
HSK SVN-SNBS,Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Syndicate Bank -> Hoskerehalli -> Kohinoor Ground -> Lalbagh -> Lalbagh West Gate -> Minerva Circle -> North Road -> Seetha Circle -> Shanthinagara TTMC
KBS-GSHED-HSK,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Cottonpet Hospital Super Talkies -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Kempegowda Bus Station -> Nirmala Store -> Ramakrishna Ashrama -> Rayan Circle Tippu Sultan Road -> Seetha Circle
PPLO-HKH,Arehalli Uttarahalli -> Hoskerehalli -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Cross -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> Poornaprajna Layout
AS-17,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> KR Market -> Makkala Koota -> Nirmala Store -> Ramakrishna Ashrama -> Seetha Circle
13-J,Ashoka Pillar -> Banashankari TTMC -> Devegowda Petrol Bunk -> Hoskerehalli -> Hoskerehalli Petrol Bunk -> Indian Express -> Janatha Bazaar Banashankari -> Jayanagara 40th Cross -> Jayanagara Telephone Exchange -> KH Road -> Kadirenahalli Cross -> Kadirenahalli Park -> Kathriguppe Outer Ring road -> MG Statue -> Mallige Hospital Siddapura -> Monotype Corporation -> Museum -> Rani Saraladevi High School -> Richmond Circle -> Sangam Circle -> Shanthinagara TTMC -> Shivajinagara Bus Station -> Siddapura Ashoka Piller -> St Joseph Boys High School -> Wilson Garden 10th Cross -> Wilson Garden Police Station
KMT-HSK,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Bull Temple -> Chamarajapet -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli -> Hoskerehalli Cross -> KR Market -> Makkala Koota -> Nirmala Store -> Ramakrishna Ashrama -> Seetha Circle
45-D,AGS Layout Ittamadu -> Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Corporation -> Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Subramanya Swamy Temple -> Hanumanthanagara Syndicate Bank -> Hoskerehalli Cross -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Cross -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> KR Circle -> KR Market -> Kempegowda Bus Station -> Kohinoor Ground -> Maharanis College -> Makkala Koota -> Mysore Bank -> Nirmala Store -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
D33-AGSL-VBN,Hoskerehalli Petrol Bunk -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Cross -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> PES College Outer Ring Road -> Poornaprajna Layout
AGSL-BSK-SBS,AGS Layout Ittamadu -> Ashoka Pillar -> Banashankari 2nd Stage -> Banashankari Hunasemara -> Banashankari TTMC -> Devegowda Petrol Bunk -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Cross -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Jayanagara 3rd Block -> Jayanagara TTMC -> Jayanagara Telephone Exchange -> KH Road -> Madhavan Park Jayanagara 2nd Stage -> Monotype Corporation -> Rani Saraladevi High School -> Richmond Circle -> Sangam Circle -> Shanthinagara TTMC -> Shivajinagara Bus Station -> State Bank India Garage St Marks Rd -> Wilson Garden Police Station
PPLO-AGS-KBS,Arehalli Uttarahalli -> Bengaluru High School -> Chamarajapet -> Corporation -> Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Syndicate Bank -> Hoskerehalli Cross -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> KR Market -> Kempegowda Bus Station -> Kohinoor Ground -> Makkala Koota -> Mysore Bank -> Poornaprajna Layout -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
PPLO-KTG-CKA,Channammanakere Achukattu -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Cross -> Ittamadu Hoskerehalli -> Ittamadu VB Bakery -> Kamakya Talkies -> Poornaprajna Layout
PPLO-AGS-SBS,AGS Layout Ittamadu -> Arehalli Uttarahalli -> Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hanumanthanagara Syndicate Bank -> Hoskerehalli Cross -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> KH Road -> Kohinoor Ground -> Lalbagh -> Lalbagh West Gate -> Minerva Circle -> North Road -> Poornaprajna Layout -> Richmond Circle -> Seetha Circle -> Shivajinagara Bus Station -> State Bank India Garage St Marks Rd
PPLO-SVN,Arehalli Uttarahalli -> Banashankari 3rd Stage 2nd Phase -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> Poornaprajna Layout
PPLO-KMT-KBS,Arehalli Uttarahalli -> Bengaluru High School -> Chamarajapet -> Corporation -> Ganesha Bhavan -> Hanumanthanagara Maruthi Circle -> Hoskerehalli Cross -> Hoskerehalli Srinivasa Kalyana Mantapa -> Ittamadu Hoskerehalli -> Ittamadu SLV Bakery -> Ittamadu VB Bakery -> Janatha Bazaar Banashankari -> KR Market -> Kempegowda Bus Station -> Kohinoor Ground -> Makkala Koota -> Mysore Bank -> Poornaprajna Layout -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
AGO-AGL,AGS Layout Ittamadu -> Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Corporation -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Ittamadu VB Bakery -> KR Circle -> KR Market -> Maharanis College -> Makkala Koota -> Nirmala Store -> Ramakrishna Ashrama -> Seetha Circle -> Telephone Exchange AGO -> Town Hall -> Vidhana Soudha
KBS-AGS-PPLO,AGS Layout Ittamadu -> Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Corporation -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Ittamadu Cross -> Ittamadu VB Bakery -> KR Circle -> KR Market -> Kempegowda Bus Station -> Maharanis College -> Makkala Koota -> Nirmala Store -> Poornaprajna Layout -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
KBS-AGSL-PPLO,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Corporation -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Ittamadu VB Bakery -> KR Circle -> KR Market -> Kempegowda Bus Station -> Maharanis College -> Makkala Koota -> Nirmala Store -> Poornaprajna Layout -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
D13G-VBN,Dwarakanagara Hoskerehalli -> Hoskerehalli Petrol Bunk -> Janatha Bazaar Banashankari -> Kamakya Talkies -> Kathriguppe Outer Ring road -> PES College Outer Ring Road
43-D,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Corporation -> Dwarakanagara Hoskerehalli -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> KR Circle -> KR Market -> Kempegowda Bus Station -> Maharanis College -> Makkala Koota -> Nirmala Store -> PES College Outer Ring Road -> Ramakrishna Ashrama -> Seetha Circle -> Town Hall
34-C,Banashankari 1st Stage Bank Colony -> Dwarakanagara Hoskerehalli -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Indian Express -> KH Road -> Lalbagh West Gate -> MG Statue -> Museum -> Nirmala Store -> North Road -> PES College Outer Ring Road -> Ramakrishna Ashrama -> Richmond Circle -> Seetha Circle -> Shivajinagara Bus Station -> St Joseph Boys High School
BSK-NBC-CLO-VJN,Banashankari TTMC -> Chandra Layout Jyothinagara -> Devegowda Petrol Bunk -> Dwarakanagara Hoskerehalli -> Income Tax Layout -> Janatha Bazaar Banashankari -> Kadirenahalli Cross -> Kadirenahalli Park -> Kamakya Talkies -> Kathriguppe Outer Ring road -> Nagarabhavi 1st Stage 3rd Block -> PES College Outer Ring Road -> Vijayanagara -> Vijayanagara Maruthi Mandira -> Vijayanagara TTMC
45-G KBS-PESC,Banashankari 1st Stage Bank Colony -> Bengaluru High School -> Chamarajapet -> Cottonpet Hospital Super Talkies -> Hanumanthanagara Subramanya Swamy Temple -> Hoskerehalli Cross -> Hoskerehalli Petrol Bunk -> Kempegowda Bus Station -> Nirmala Store -> PES College Outer Ring Road -> Ramakrishna Ashrama -> Rayan Circle Tippu Sultan Road -> Seetha Circle
80-E,Basaveshwara College Rajajinagara -> Bhashyam Circle Rajajinagara -> Kanteeravanagara 2nd Stage -> Kempegowda Bus Station -> Mahalakshmi Layout -> Mahalakshmi Layout Entrance -> Navarang Theatre -> Okalipura -> Rajajinagara Entrance Link Road -> Shankaranagara Mahalakshmi Layout
